,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42919,73,retired,married,tertiary,no,443.0,no,no,cellular,5,feb,133.0,2,-1,0,unknown,no
42920,34,blue-collar,married,secondary,no,1221.0,yes,no,cellular,5,feb,210.0,2,274,6,failure,no
42921,29,blue-collar,married,secondary,no,3310.0,no,no,cellular,5,feb,276.0,2,-1,0,unknown,no
42922,49,blue-collar,married,secondary,no,171.0,no,no,telephone,5,feb,260.0,6,-1,0,unknown,no
42923,52,management,married,unknown,no,339.0,no,no,telephone,5,feb,124.0,7,-1,0,unknown,no
42924,65,retired,married,primary,no,343.0,no,no,telephone,5,feb,159.0,2,-1,0,unknown,no
42925,33,management,married,tertiary,no,2750.0,no,no,cellular,5,feb,242.0,1,-1,0,unknown,no
42926,25,management,single,tertiary,no,145.0,no,no,cellular,5,feb,145.0,1,182,1,failure,no
42927,32,technician,married,tertiary,no,2976.0,yes,no,cellular,5,feb,783.0,1,175,5,failure,yes
42928,41,admin.,divorced,secondary,no,1232.0,no,no,cellular,5,feb,217.0,1,-1,0,unknown,no
42929,42,admin.,divorced,secondary,no,490.0,yes,no,cellular,8,feb,203.0,2,188,1,failure,no
42930,46,blue-collar,married,secondary,no,1144.0,yes,no,cellular,8,feb,376.0,2,129,3,other,yes
42931,23,admin.,single,tertiary,no,897.0,yes,no,cellular,8,feb,190.0,2,280,8,failure,yes
42932,84,retired,divorced,primary,no,2619.0,no,no,telephone,8,feb,145.0,2,115,2,failure,no
42933,67,retired,divorced,secondary,no,704.0,no,no,cellular,8,feb,186.0,2,97,1,success,yes
42934,34,technician,married,secondary,no,3000.0,yes,yes,cellular,8,feb,215.0,3,221,1,failure,no
42935,30,management,married,tertiary,no,1996.0,no,no,cellular,8,feb,1133.0,3,101,1,other,yes
42936,22,student,single,secondary,no,216.0,no,no,cellular,8,feb,363.0,1,187,1,success,yes
42937,56,admin.,married,unknown,no,2038.0,no,no,cellular,8,feb,405.0,1,305,1,success,no
42938,24,technician,married,secondary,no,556.0,yes,no,cellular,8,feb,278.0,1,94,4,success,yes
42939,47,admin.,married,tertiary,no,97.0,yes,no,cellular,8,feb,340.0,3,-1,0,unknown,no
42940,53,retired,married,secondary,no,4968.0,no,no,cellular,8,feb,94.0,1,333,1,other,no
42941,45,admin.,married,secondary,no,1206.0,no,no,telephone,8,feb,309.0,1,446,3,failure,yes
42942,28,management,single,tertiary,no,266.0,no,no,cellular,8,feb,108.0,1,-1,0,unknown,no
42943,39,management,married,tertiary,no,1301.0,no,no,cellular,8,feb,185.0,2,179,1,failure,no
42944,40,management,married,tertiary,no,1855.0,no,no,telephone,8,feb,78.0,6,-1,0,unknown,yes
42945,79,retired,divorced,secondary,no,631.0,no,no,telephone,8,feb,105.0,2,181,1,failure,no
42946,29,management,single,unknown,no,698.0,no,no,cellular,8,feb,186.0,1,-1,0,unknown,no
42947,35,management,married,tertiary,no,62.0,no,no,cellular,8,feb,469.0,2,185,2,failure,yes
42948,36,management,married,tertiary,no,1257.0,no,no,cellular,8,feb,108.0,9,101,1,other,no
42949,53,admin.,married,secondary,no,1228.0,yes,yes,cellular,8,feb,116.0,2,188,1,success,no
42950,52,management,married,tertiary,no,3634.0,no,no,cellular,8,feb,341.0,8,-1,0,unknown,yes
42951,33,student,married,secondary,no,1536.0,no,no,cellular,9,feb,359.0,1,92,3,success,yes
42952,60,technician,married,secondary,no,824.0,yes,no,cellular,9,feb,127.0,1,558,7,other,yes
42953,24,student,single,tertiary,no,235.0,no,no,cellular,9,feb,98.0,1,92,1,success,yes
42954,18,student,single,unknown,no,108.0,no,no,cellular,9,feb,92.0,1,183,1,success,yes
42955,65,entrepreneur,married,tertiary,no,2331.0,no,no,telephone,9,feb,290.0,1,92,1,success,yes
42956,25,student,single,secondary,no,125.0,no,no,cellular,9,feb,215.0,1,92,2,success,yes
42957,58,technician,married,secondary,no,7554.0,no,no,telephone,9,feb,167.0,1,469,1,success,no
42958,36,technician,single,secondary,no,27.0,yes,no,cellular,9,feb,631.0,1,260,2,success,yes
42959,27,management,single,tertiary,no,390.0,no,no,cellular,9,feb,120.0,2,104,2,failure,yes
42960,32,technician,single,tertiary,no,1527.0,yes,no,cellular,9,feb,172.0,1,92,3,failure,no
42961,35,admin.,single,secondary,no,-32.0,no,yes,cellular,9,feb,63.0,4,182,5,failure,yes
42962,39,blue-collar,single,tertiary,no,172.0,yes,no,cellular,9,feb,125.0,2,183,2,failure,yes
42963,53,admin.,married,secondary,no,10541.0,no,no,cellular,9,feb,164.0,2,92,1,success,yes
42964,23,student,single,secondary,no,480.0,no,no,cellular,9,feb,742.0,2,182,1,failure,yes
42965,34,admin.,married,secondary,no,2374.0,yes,no,cellular,9,feb,243.0,2,92,3,success,yes
42966,33,management,single,tertiary,no,935.0,no,no,cellular,9,feb,385.0,2,92,8,success,yes
42967,33,technician,single,secondary,no,2085.0,no,no,cellular,9,feb,501.0,2,-1,0,unknown,yes
42968,36,management,single,tertiary,no,479.0,no,no,cellular,9,feb,629.0,2,-1,0,unknown,yes
42969,47,admin.,married,secondary,no,0.0,no,yes,cellular,10,feb,86.0,2,93,2,other,no
42970,52,unemployed,married,secondary,no,94.0,no,no,cellular,10,feb,153.0,1,92,13,success,yes
42971,33,management,married,tertiary,no,22867.0,yes,no,cellular,10,feb,165.0,1,92,5,success,no
42972,36,student,single,unknown,no,417.0,no,no,cellular,10,feb,151.0,1,-1,0,unknown,yes
42973,42,services,single,tertiary,no,94.0,yes,no,cellular,10,feb,151.0,1,183,6,success,no
42974,55,technician,divorced,secondary,no,3450.0,no,no,cellular,10,feb,169.0,1,183,1,failure,yes
42975,60,retired,married,secondary,no,1853.0,no,no,cellular,10,feb,234.0,1,183,1,success,yes
42976,38,admin.,single,tertiary,no,3954.0,yes,no,cellular,10,feb,201.0,1,182,3,failure,no
42977,61,retired,married,tertiary,no,2557.0,yes,no,cellular,10,feb,158.0,2,92,5,success,yes
42978,58,technician,married,secondary,no,589.0,yes,no,cellular,10,feb,511.0,3,183,6,success,yes
42979,48,unemployed,divorced,secondary,no,201.0,no,no,cellular,10,feb,406.0,2,92,2,success,yes
42980,35,technician,married,tertiary,no,7050.0,no,no,cellular,10,feb,278.0,3,187,1,success,yes
42981,34,management,divorced,tertiary,no,2885.0,no,no,cellular,10,feb,314.0,2,156,4,other,yes
42982,58,management,married,secondary,no,2155.0,no,yes,cellular,10,feb,135.0,2,92,5,success,yes
42983,39,technician,divorced,secondary,no,902.0,yes,no,cellular,10,feb,691.0,2,180,5,failure,yes
42984,70,retired,married,primary,no,579.0,no,no,cellular,11,feb,82.0,2,181,1,failure,no
42985,44,management,married,tertiary,no,1791.0,no,no,cellular,11,feb,71.0,1,190,1,success,yes
42986,54,unknown,married,secondary,no,2206.0,no,no,cellular,11,feb,449.0,1,91,3,success,yes
42987,27,student,single,tertiary,no,5291.0,no,no,cellular,11,feb,293.0,1,91,4,success,yes
42988,33,unemployed,married,secondary,no,1211.0,no,no,cellular,11,feb,535.0,1,188,1,success,yes
42989,77,retired,married,secondary,no,638.0,no,no,cellular,11,feb,288.0,1,188,1,success,yes
42990,75,retired,divorced,primary,no,37127.0,no,no,cellular,11,feb,505.0,1,-1,0,unknown,no
42991,57,housemaid,married,primary,no,501.0,yes,yes,cellular,11,feb,105.0,7,188,2,failure,no
42992,30,admin.,single,secondary,no,4448.0,no,no,cellular,11,feb,112.0,8,-1,0,unknown,yes
42993,31,management,single,tertiary,no,533.0,no,no,cellular,11,feb,144.0,1,91,9,success,yes
42994,61,retired,married,tertiary,no,5267.0,no,no,cellular,11,feb,226.0,3,-1,0,unknown,yes
42995,76,retired,married,primary,no,3324.0,no,no,cellular,11,feb,309.0,1,90,4,success,yes
42996,75,blue-collar,married,secondary,no,6053.0,no,no,cellular,11,feb,865.0,2,190,1,failure,no
42997,28,blue-collar,married,secondary,no,61.0,yes,no,cellular,11,feb,253.0,1,174,4,success,yes
42998,35,management,married,tertiary,no,0.0,yes,no,cellular,11,feb,391.0,2,92,5,success,yes
42999,59,technician,married,secondary,no,116.0,no,no,cellular,11,feb,268.0,1,183,7,success,yes
43000,42,blue-collar,married,secondary,no,413.0,yes,no,cellular,11,feb,456.0,2,184,2,success,yes
43001,35,self-employed,single,tertiary,no,353.0,no,no,cellular,11,feb,352.0,1,183,1,success,yes
43002,48,entrepreneur,single,secondary,no,315.0,no,no,unknown,11,feb,271.0,1,-1,0,unknown,yes
43003,44,technician,single,secondary,no,451.0,no,no,cellular,11,feb,203.0,1,183,2,success,no
43004,71,retired,married,secondary,no,1712.0,no,no,cellular,11,feb,660.0,1,-1,0,unknown,yes
43005,60,retired,married,secondary,no,523.0,no,no,cellular,11,feb,467.0,1,182,3,success,yes
43006,34,blue-collar,married,secondary,no,1454.0,yes,no,cellular,11,feb,231.0,2,297,2,failure,yes
43007,57,retired,married,primary,no,9367.0,no,no,cellular,11,feb,981.0,1,90,6,success,yes
43008,49,technician,divorced,secondary,no,0.0,yes,no,cellular,11,feb,283.0,3,-1,0,unknown,no
43009,75,retired,married,secondary,no,291.0,no,no,cellular,11,feb,515.0,1,183,1,failure,yes
43010,39,blue-collar,married,secondary,no,1382.0,yes,no,cellular,11,feb,397.0,2,-1,0,unknown,yes
43011,64,retired,married,tertiary,no,846.0,no,no,cellular,11,feb,671.0,1,181,3,failure,yes
43012,66,retired,married,secondary,no,780.0,no,no,cellular,12,feb,388.0,4,-1,0,unknown,no
43013,36,technician,married,tertiary,no,341.0,no,no,cellular,12,feb,419.0,2,183,1,success,yes
43014,27,admin.,single,secondary,no,255.0,no,no,cellular,12,feb,123.0,1,182,4,success,no
43015,29,technician,single,secondary,no,113.0,no,no,cellular,12,feb,328.0,2,183,4,success,yes
43016,34,management,single,tertiary,no,13014.0,no,no,cellular,12,feb,637.0,1,183,1,success,yes
43017,26,unemployed,single,secondary,no,632.0,no,no,cellular,12,feb,218.0,1,-1,0,unknown,yes
43018,34,management,single,tertiary,no,417.0,yes,no,cellular,12,feb,155.0,10,149,5,failure,no
43019,41,management,married,tertiary,no,27696.0,no,no,cellular,12,feb,138.0,2,184,3,success,yes
43020,47,blue-collar,married,secondary,no,3715.0,no,no,cellular,12,feb,171.0,2,182,4,other,yes
43021,52,management,married,tertiary,no,4675.0,no,no,cellular,12,feb,181.0,3,-1,0,unknown,yes
43022,36,blue-collar,divorced,secondary,no,2843.0,no,no,cellular,12,feb,473.0,1,182,1,success,no
43023,32,technician,married,secondary,no,3271.0,no,no,cellular,12,feb,375.0,1,374,1,other,yes
43024,51,management,married,tertiary,no,346.0,no,no,cellular,12,feb,122.0,1,92,5,success,yes
43025,34,management,married,tertiary,no,8000.0,no,no,cellular,12,feb,291.0,1,260,2,failure,yes
43026,21,student,single,secondary,no,123.0,no,no,telephone,12,feb,379.0,5,93,2,success,yes
43027,41,technician,divorced,tertiary,no,4276.0,yes,no,cellular,12,feb,103.0,3,-1,0,unknown,no
43028,54,technician,married,secondary,no,10185.0,no,no,cellular,12,feb,251.0,1,186,3,success,yes
43029,35,technician,single,tertiary,no,992.0,yes,no,telephone,12,feb,1416.0,1,170,4,failure,no
43030,29,management,single,tertiary,no,1026.0,no,no,cellular,12,feb,138.0,2,92,2,success,yes
43031,32,management,married,tertiary,no,905.0,no,no,cellular,12,feb,666.0,4,-1,0,unknown,yes
43032,38,services,married,secondary,no,775.0,no,no,cellular,12,feb,1835.0,3,182,2,success,yes
43033,48,unemployed,married,secondary,no,926.0,no,no,cellular,15,feb,382.0,4,185,6,success,yes
43034,46,management,married,tertiary,no,349.0,no,no,cellular,15,feb,295.0,2,616,1,failure,yes
43035,32,technician,married,secondary,no,484.0,yes,no,cellular,15,feb,83.0,6,187,3,success,yes
43036,49,services,married,primary,no,1830.0,yes,no,cellular,15,feb,136.0,1,-1,0,unknown,yes
43037,75,retired,married,unknown,no,7819.0,no,no,cellular,15,feb,261.0,1,97,4,other,no
43038,37,management,married,tertiary,no,2987.0,yes,no,cellular,15,feb,93.0,1,91,9,failure,yes
43039,37,technician,single,tertiary,no,197.0,no,no,cellular,15,feb,531.0,1,91,2,success,yes
43040,23,student,single,secondary,no,431.0,no,no,cellular,15,feb,201.0,3,186,2,success,yes
43041,58,admin.,married,secondary,no,169.0,no,no,cellular,15,feb,216.0,1,91,4,success,yes
43042,45,management,married,tertiary,no,226.0,yes,no,cellular,15,feb,91.0,4,185,6,success,yes
43043,47,unemployed,single,tertiary,no,44.0,no,no,cellular,15,feb,374.0,1,185,1,success,no
43044,30,unemployed,single,secondary,no,2424.0,no,no,cellular,15,feb,337.0,1,95,2,success,yes
43045,30,admin.,single,tertiary,no,41.0,yes,no,cellular,15,feb,68.0,4,186,2,success,no
43046,25,services,single,secondary,no,199.0,no,no,cellular,15,feb,101.0,2,-1,0,unknown,no
43047,23,student,single,secondary,no,1234.0,no,no,cellular,15,feb,379.0,1,91,1,success,yes
43048,34,management,married,tertiary,no,271.0,yes,no,cellular,15,feb,308.0,1,94,4,success,yes
43049,27,management,single,tertiary,no,-69.0,yes,no,cellular,15,feb,205.0,3,-1,0,unknown,yes
43050,28,student,single,tertiary,no,1562.0,no,no,cellular,15,feb,659.0,4,-1,0,unknown,yes
43051,65,retired,married,secondary,no,3409.0,no,no,cellular,15,feb,92.0,2,-1,0,unknown,no
43052,77,retired,married,primary,no,2590.0,no,no,telephone,15,feb,112.0,5,94,15,success,no
43053,61,self-employed,divorced,tertiary,no,52587.0,no,no,cellular,15,feb,394.0,3,189,1,success,yes
43054,27,blue-collar,single,secondary,no,535.0,no,no,cellular,15,feb,171.0,1,91,2,success,yes
43055,34,management,single,tertiary,no,2159.0,no,no,unknown,18,feb,386.0,1,-1,0,unknown,yes
43056,28,admin.,married,tertiary,no,167.0,yes,yes,cellular,18,feb,126.0,2,-1,0,unknown,no
43057,50,admin.,married,secondary,no,5361.0,no,no,cellular,18,feb,276.0,3,195,1,failure,no
43058,58,management,married,tertiary,no,473.0,no,no,cellular,18,feb,1109.0,1,262,1,success,yes
43059,52,technician,married,secondary,no,195.0,yes,no,cellular,18,feb,220.0,1,63,5,failure,yes
43060,26,technician,single,tertiary,no,3411.0,no,no,cellular,18,feb,236.0,1,183,2,success,no
43061,59,management,married,tertiary,no,2764.0,no,no,cellular,18,feb,459.0,1,56,3,failure,no
43062,64,retired,married,secondary,no,1612.0,no,no,cellular,18,feb,362.0,1,183,4,failure,no
43063,38,admin.,divorced,secondary,no,407.0,yes,yes,cellular,18,feb,146.0,1,183,1,failure,no
43064,48,admin.,married,secondary,no,660.0,no,no,cellular,18,feb,318.0,1,561,2,success,yes
43065,28,technician,single,secondary,no,154.0,yes,no,cellular,18,feb,416.0,2,-1,0,unknown,yes
43066,35,management,single,tertiary,no,681.0,no,no,cellular,18,feb,737.0,1,561,2,success,yes
43067,66,retired,married,secondary,no,2326.0,no,yes,cellular,18,feb,232.0,1,181,1,success,yes
43068,25,self-employed,single,unknown,no,1179.0,no,no,cellular,18,feb,150.0,2,185,3,failure,no
43069,33,management,married,tertiary,no,2213.0,no,no,cellular,18,feb,240.0,1,385,9,failure,no
43070,52,services,married,secondary,no,961.0,no,yes,cellular,18,feb,222.0,1,553,4,failure,yes
43071,26,admin.,single,tertiary,no,2532.0,yes,yes,cellular,18,feb,269.0,1,-1,0,unknown,yes
43072,36,unemployed,married,secondary,no,1466.0,yes,no,unknown,19,feb,124.0,1,-1,0,unknown,no
43073,38,management,single,tertiary,no,455.0,yes,no,cellular,19,feb,255.0,2,555,6,success,yes
43074,59,self-employed,married,tertiary,no,2013.0,no,no,cellular,19,feb,222.0,4,94,2,success,yes
43075,53,technician,married,secondary,no,4807.0,no,no,telephone,19,feb,255.0,3,-1,0,unknown,no
43076,47,blue-collar,married,secondary,no,1568.0,yes,no,cellular,19,feb,388.0,1,262,7,success,yes
43077,48,management,married,tertiary,no,0.0,no,yes,cellular,19,feb,204.0,4,182,1,success,yes
43078,56,retired,married,primary,no,16432.0,no,no,cellular,19,feb,702.0,2,189,2,failure,no
43079,22,student,single,unknown,no,1215.0,no,no,cellular,19,feb,145.0,3,192,1,failure,yes
43080,82,retired,married,secondary,no,121.0,no,no,telephone,19,feb,330.0,1,-1,0,unknown,yes
43081,27,blue-collar,single,primary,no,377.0,no,no,cellular,19,feb,645.0,2,-1,0,unknown,yes
43082,60,retired,divorced,secondary,no,1.0,no,no,cellular,19,feb,302.0,1,184,1,success,yes
43083,44,blue-collar,married,primary,no,622.0,yes,no,unknown,21,feb,66.0,1,-1,0,unknown,no
43084,53,management,married,tertiary,no,597.0,no,no,unknown,22,feb,392.0,1,-1,0,unknown,yes
43085,27,student,single,tertiary,no,5741.0,no,no,cellular,22,feb,368.0,1,185,2,failure,no
43086,57,retired,married,secondary,no,1230.0,no,no,cellular,22,feb,200.0,1,-1,0,unknown,no
43087,59,unemployed,divorced,secondary,no,7469.0,no,no,cellular,22,feb,287.0,1,130,1,failure,no
43088,39,management,single,tertiary,no,763.0,no,no,cellular,22,feb,543.0,1,189,1,failure,yes
43089,27,unknown,single,unknown,no,326.0,no,no,cellular,22,feb,326.0,1,-1,0,unknown,yes
43090,39,admin.,divorced,tertiary,no,1176.0,no,no,cellular,22,feb,327.0,1,-1,0,unknown,no
43091,64,retired,married,secondary,no,243.0,no,no,cellular,22,feb,144.0,1,175,1,failure,no
43092,55,retired,divorced,secondary,no,2204.0,no,no,cellular,22,feb,261.0,1,264,1,failure,yes
43093,57,blue-collar,married,secondary,no,1686.0,no,no,telephone,22,feb,219.0,4,311,2,failure,no
43094,51,management,single,unknown,no,1277.0,no,no,cellular,22,feb,143.0,5,294,1,failure,no
43095,37,blue-collar,married,secondary,no,4321.0,no,no,cellular,22,feb,276.0,3,167,3,failure,no
43096,33,unemployed,single,tertiary,no,4874.0,no,no,telephone,22,feb,363.0,2,-1,0,unknown,no
43097,60,management,married,secondary,no,0.0,no,no,telephone,22,feb,230.0,2,126,6,failure,no
43098,33,unemployed,single,primary,no,396.0,no,no,cellular,22,feb,382.0,3,-1,0,unknown,no
43099,35,management,married,tertiary,no,1380.0,no,no,cellular,23,feb,155.0,1,-1,0,unknown,yes
43100,26,management,single,tertiary,no,0.0,no,no,cellular,23,feb,176.0,1,-1,0,unknown,no
43101,30,technician,single,secondary,no,341.0,no,no,unknown,23,feb,20.0,1,-1,0,unknown,no
43102,23,student,single,secondary,no,381.0,no,no,cellular,23,feb,696.0,1,189,2,other,yes
43103,80,housemaid,married,primary,no,0.0,no,no,cellular,23,feb,639.0,1,189,1,failure,yes
43104,29,student,single,secondary,no,67.0,no,no,cellular,23,feb,211.0,1,187,5,success,yes
43105,47,admin.,married,secondary,no,368.0,no,no,cellular,23,feb,269.0,1,187,5,success,yes
43106,72,retired,divorced,tertiary,no,438.0,no,no,cellular,23,feb,279.0,1,-1,0,unknown,yes
43107,45,management,single,tertiary,no,483.0,no,no,cellular,23,feb,95.0,2,265,11,other,yes
43108,35,housemaid,married,tertiary,no,11219.0,no,no,cellular,23,feb,135.0,1,195,3,failure,no
43109,37,unemployed,married,tertiary,no,7620.0,no,no,telephone,23,feb,367.0,1,176,6,failure,yes
43110,29,self-employed,single,tertiary,no,805.0,no,no,cellular,23,feb,132.0,1,103,7,failure,yes
43111,40,management,single,tertiary,no,0.0,yes,no,cellular,23,feb,228.0,2,182,6,failure,yes
43112,33,management,single,tertiary,no,101.0,yes,no,cellular,23,feb,393.0,2,130,1,other,no
43113,32,technician,single,secondary,no,324.0,no,yes,cellular,23,feb,432.0,1,-1,0,unknown,yes
43114,35,management,single,tertiary,no,747.0,no,no,cellular,23,feb,141.0,2,176,3,failure,no
43115,32,management,married,tertiary,no,302.0,yes,yes,unknown,23,feb,61.0,1,384,2,failure,yes
43116,40,blue-collar,single,primary,no,118.0,no,no,unknown,23,feb,16.0,1,-1,0,unknown,no
43117,79,retired,divorced,primary,no,1910.0,no,no,telephone,24,feb,98.0,2,-1,0,unknown,no
43118,48,unemployed,married,tertiary,no,1571.0,yes,no,cellular,24,feb,104.0,3,-1,0,unknown,no
43119,43,self-employed,married,tertiary,no,10072.0,no,no,cellular,24,feb,145.0,1,100,4,failure,no
43120,54,technician,married,secondary,no,65.0,no,no,cellular,24,feb,87.0,1,91,3,failure,no
43121,40,technician,married,secondary,no,826.0,no,no,unknown,24,feb,174.0,1,267,2,other,no
43122,20,student,single,secondary,no,215.0,no,no,cellular,24,feb,175.0,1,92,6,success,yes
43123,48,housemaid,married,tertiary,no,5473.0,no,no,cellular,24,feb,127.0,2,184,2,success,yes
43124,38,blue-collar,single,secondary,no,711.0,yes,no,cellular,24,feb,254.0,5,140,1,other,no
43125,53,admin.,married,tertiary,no,944.0,yes,no,cellular,24,feb,128.0,1,-1,0,unknown,no
43126,60,admin.,married,secondary,no,106.0,no,no,cellular,24,feb,137.0,1,187,4,success,yes
43127,34,technician,married,tertiary,no,31.0,no,no,unknown,24,feb,108.0,1,-1,0,unknown,no
43128,70,retired,married,primary,no,2346.0,no,no,cellular,24,feb,694.0,1,184,5,failure,yes
43129,78,retired,divorced,secondary,no,3219.0,no,no,cellular,24,feb,151.0,1,-1,0,unknown,yes
43130,61,management,married,tertiary,no,87.0,yes,no,cellular,24,feb,190.0,2,-1,0,unknown,no
43131,52,admin.,single,unknown,no,2227.0,no,no,cellular,24,feb,242.0,2,-1,0,unknown,yes
43132,61,self-employed,divorced,tertiary,no,6610.0,no,no,cellular,24,feb,481.0,2,-1,0,unknown,yes
43133,52,technician,married,secondary,no,196.0,yes,yes,cellular,24,feb,116.0,1,273,3,failure,no
43134,58,management,married,tertiary,no,4606.0,no,no,telephone,24,feb,601.0,2,-1,0,unknown,no
43135,25,student,single,secondary,no,469.0,no,no,cellular,24,feb,524.0,1,187,2,success,no
43136,77,retired,married,primary,no,680.0,no,no,telephone,24,feb,513.0,2,89,7,failure,no
43137,46,admin.,married,unknown,no,2033.0,no,no,cellular,24,feb,99.0,2,86,5,failure,no
43138,64,retired,married,primary,no,1977.0,no,no,cellular,24,feb,160.0,2,-1,0,unknown,no
43139,37,management,married,tertiary,no,255.0,no,no,cellular,24,feb,562.0,2,183,10,success,yes
43140,33,services,single,secondary,no,1852.0,no,no,telephone,25,feb,371.0,1,204,3,other,no
43141,25,services,single,secondary,no,94.0,no,no,unknown,25,feb,32.0,1,-1,0,unknown,no
43142,71,entrepreneur,married,tertiary,no,15265.0,no,no,cellular,25,feb,865.0,1,192,2,failure,no
43143,63,retired,married,unknown,no,1849.0,no,no,cellular,25,feb,125.0,6,177,2,failure,no
43144,27,services,single,secondary,no,195.0,yes,no,cellular,25,feb,416.0,3,-1,0,unknown,yes
43145,33,technician,married,tertiary,no,8023.0,no,no,cellular,25,feb,196.0,1,87,4,failure,no
43146,56,management,married,unknown,no,4623.0,no,no,cellular,25,feb,305.0,1,192,1,success,yes
43147,63,technician,married,secondary,no,973.0,no,no,cellular,25,feb,318.0,1,388,1,success,yes
43148,59,technician,married,secondary,no,7766.0,yes,no,cellular,25,feb,1422.0,1,461,1,failure,yes
43149,22,student,single,secondary,no,948.0,no,no,telephone,25,feb,169.0,1,191,3,success,yes
43150,30,student,single,secondary,no,48.0,no,no,cellular,25,feb,217.0,1,191,2,success,yes
43151,66,management,married,unknown,no,2149.0,yes,no,cellular,25,feb,98.0,1,87,10,failure,yes
43152,70,management,married,secondary,no,4.0,no,no,cellular,25,feb,511.0,5,125,4,failure,no
43153,36,management,single,tertiary,no,688.0,no,no,cellular,25,feb,293.0,3,268,2,failure,no
43154,74,retired,married,primary,no,1413.0,no,no,cellular,25,feb,385.0,2,-1,0,unknown,yes
43155,27,technician,married,secondary,no,241.0,no,yes,unknown,26,feb,889.0,1,-1,0,unknown,no
43156,24,student,single,secondary,no,486.0,no,no,cellular,26,feb,281.0,2,270,2,other,no
43157,52,technician,married,secondary,no,117.0,no,no,cellular,26,feb,959.0,3,186,6,success,yes
43158,71,retired,divorced,secondary,no,0.0,no,no,cellular,26,feb,771.0,1,171,1,success,yes
43159,33,management,married,tertiary,no,71.0,no,no,cellular,26,feb,335.0,3,102,2,failure,yes
43160,56,technician,married,secondary,no,1938.0,no,yes,cellular,26,feb,229.0,1,192,4,success,yes
43161,47,admin.,married,unknown,no,66.0,no,no,cellular,26,feb,297.0,1,203,1,success,no
43162,34,self-employed,married,secondary,no,173.0,no,no,unknown,26,feb,36.0,1,-1,0,unknown,no
43163,37,management,married,tertiary,no,3654.0,no,no,cellular,26,feb,262.0,1,274,2,other,no
43164,30,management,single,tertiary,no,5359.0,no,no,cellular,26,feb,427.0,1,191,3,success,yes
43165,28,student,single,secondary,no,1925.0,no,no,cellular,26,feb,139.0,1,93,3,success,no
43166,27,blue-collar,single,secondary,no,23.0,no,no,cellular,26,feb,590.0,2,-1,0,unknown,no
43167,73,retired,married,unknown,no,519.0,no,no,telephone,26,feb,270.0,3,133,2,success,yes
43168,48,technician,married,secondary,no,3519.0,no,yes,cellular,26,feb,229.0,1,60,2,failure,no
43169,67,retired,married,primary,no,8465.0,no,no,cellular,26,feb,234.0,1,-1,0,unknown,no
43170,60,housemaid,married,primary,no,211.0,no,no,cellular,26,feb,480.0,2,189,1,failure,no
43171,57,unemployed,divorced,secondary,no,79.0,yes,no,unknown,1,mar,60.0,1,592,2,failure,no
43172,38,technician,single,secondary,no,0.0,no,no,unknown,1,mar,10.0,1,-1,0,unknown,no
43173,65,unemployed,married,secondary,no,3195.0,no,no,telephone,2,mar,904.0,1,-1,0,unknown,yes
43174,59,management,married,tertiary,no,315.0,no,no,cellular,2,mar,591.0,1,176,2,failure,yes
43175,37,management,married,tertiary,no,1113.0,no,no,cellular,2,mar,229.0,1,182,1,success,yes
43176,28,blue-collar,single,secondary,no,-46.0,yes,no,cellular,2,mar,525.0,1,89,11,failure,yes
43177,29,admin.,single,tertiary,no,8.0,no,yes,cellular,2,mar,107.0,1,-1,0,unknown,no
43178,27,technician,single,tertiary,no,1075.0,no,no,cellular,2,mar,658.0,1,-1,0,unknown,yes
43179,49,admin.,single,tertiary,no,228.0,yes,no,cellular,2,mar,368.0,1,-1,0,unknown,yes
43180,31,admin.,single,tertiary,no,4129.0,no,no,cellular,2,mar,105.0,1,182,1,failure,no
43181,38,services,single,secondary,no,91.0,no,no,cellular,2,mar,207.0,1,-1,0,unknown,yes
43182,36,technician,single,secondary,no,1407.0,no,no,cellular,2,mar,328.0,1,109,3,other,no
43183,28,technician,single,secondary,no,598.0,yes,no,cellular,2,mar,177.0,1,288,2,failure,yes
43184,51,technician,married,tertiary,no,0.0,no,no,cellular,2,mar,539.0,2,-1,0,unknown,yes
43185,26,services,single,secondary,no,162.0,yes,no,cellular,2,mar,185.0,2,130,8,other,no
43186,56,retired,married,primary,no,1947.0,no,no,cellular,2,mar,225.0,2,123,5,failure,yes
43187,37,management,single,tertiary,no,1027.0,yes,no,cellular,2,mar,313.0,1,152,2,success,yes
43188,47,technician,married,primary,no,235.0,no,no,cellular,2,mar,136.0,2,203,1,other,yes
43189,60,retired,divorced,tertiary,no,2.0,no,no,cellular,2,mar,228.0,4,390,2,other,yes
43190,42,technician,married,secondary,no,4945.0,yes,no,cellular,2,mar,311.0,2,-1,0,unknown,yes
43191,27,student,single,tertiary,no,311.0,no,no,telephone,2,mar,187.0,3,322,1,other,yes
43192,40,unemployed,single,tertiary,no,7968.0,no,no,cellular,2,mar,263.0,2,180,2,success,yes
43193,25,student,single,secondary,no,154.0,no,no,cellular,3,mar,141.0,1,180,2,failure,yes
43194,90,retired,divorced,primary,no,712.0,no,no,telephone,3,mar,557.0,1,-1,0,unknown,yes
43195,29,student,single,unknown,no,7585.0,no,no,cellular,3,mar,145.0,2,198,1,failure,yes
